stable_article_id,title,date,primary_body,party,year_month,source,weight,q1_score,q1_n,q2_score,q2_n,q3_score,q3_n,q4_score,q4_n
art_v1_eb69b1d9d8cd59ff0cbd46fa653896293e5a873c955e8898f8770f4e195c4ffe,FAST TAKES,2022-03-02,"From the right: Putin's Ukraine War Game
Although ",democrat,2022-03,New York Post,0.6931471805599453,60.0,1.0,,,,,,
art_v1_eb69b1d9d8cd59ff0cbd46fa653896293e5a873c955e8898f8770f4e195c4ffe,FAST TAKES,2022-03-02,"From the right: Putin's Ukraine War Game
Although ",republican,2022-03,New York Post,0.6931471805599453,,,,,,,,
art_v1_eb6ce7d81d95a3e72f6a2a73c37ac652d8cb35c903f915bf2224120977e642ca,World News: Allies Are Split Over Call for Jet Fighters,2023-02-01,Ukraine renewed its calls for Western weaponry inc,democrat,2023-02,The Wall Street Journal,0.6931471805599453,80.0,1.0,,,,,,
art_v1_eb76632d3eaa0795f51dda93612d8e7771d6e8a72ff0bd7dd8774eb37935c3a3,Here are the latest developments in the war in Ukraine.,2022-04-15,Stung by war losses including a Black Sea naval fl,democrat,2022-04,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_eb77aecf4e748688dc6b5719039843cf68add56c980b9c06daf8020032468f54,Austin announces $1B weapons package for Ukraine,2024-12-08,"SIMI VALLEY, CA -- Defense Secretary Lloyd Austin ",republican,2024-12,Inside the Pentagon,1.0986122886681098,45.0,2.0,50.0,1.0,,,,
art_v1_eb78e01a6a09c5e1e98c573be66f92c5bb51ded63767e9f829b3caebd1badbda,"Western NC Rep. Edwards visits Ukraine, supports aid; splits with fellow GOP Rep. Greene",2024-04-10,After an unannounced visit to Ukraine with a bipar,republican,2024-04,Asheville Citizen-Times Online,2.079441541679836,30.0,6.0,6.666666666666667,3.0,10.0,2.0,5.0,2.0
art_v1_eb7a6e345cd357b3a56f9782e8ab9d47c1b6ed05eefee49db36766cb5c9289d6,"Blinken, China's Top Diplomat Hold First Meeting Since Balloon Incident; In Munich meeting, spokesman says Blinken told China's Wang balloon flights mustn't happen again",2023-02-19,MUNICH—Senior officials from the U.S. and China tr,democrat,2023-02,The Wall Street Journal Online,0.6931471805599453,,,,,0.0,1.0,,
art_v1_eb7d7f0692df6fb03982ed6fa5b14298b8367a4fc3a7af58faa147d8542d53e1,Ukraine Girds for Russia to Escalate Offensive --- World War II holiday seen as a possible occasion for Putin to pledge push for victory,2022-05-09,Russian and Ukrainian forces engaged in strikes an,democrat,2022-05,The Wall Street Journal,0.6931471805599453,,,,,,,,
art_v1_eb821b30d67e8de2db386486583113e9dc7b2a265b845ea9e544acb9ef43e0bb,Russia claims key city in punishing conquest of eastern Ukraine,2022-07-03,Russia claimed control Sunday over the key city of,democrat,2022-07,Washington Post.com,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_eb83cd387a1eab0b3f97b1269560ae090671901e4a93e1fcb5fe433808141642,"Friday, September 30. Russia’s War On Ukraine: News And Information",2022-09-30,"Dispatches from Ukraine. Friday, September 30. Day",democrat,2022-09,Forbes.com,0.6931471805599453,0.0,1.0,,,0.0,1.0,,
art_v1_eba6a03d75be754d757cc78743ddb29adce04ef63cb959ed603e09b1d27ab0a1,OPINION: We should honor Navalny by standing strong against Putin,2024-02-23,"In recent days, as brave Russian citizens risk arr",democrat,2024-02,Anchorage Daily News,0.6931471805599453,,,,,,,,
art_v1_eba6a03d75be754d757cc78743ddb29adce04ef63cb959ed603e09b1d27ab0a1,OPINION: We should honor Navalny by standing strong against Putin,2024-02-23,"In recent days, as brave Russian citizens risk arr",republican,2024-02,Anchorage Daily News,0.6931471805599453,20.0,1.0,,,,,40.0,1.0
art_v1_ebacc01d0009d30875fefbb57841e85e3e96d780c6d6c792b59d54471674551d,"Thursday, December 8. Russia’s War On Ukraine: Daily News And Information From Ukraine",2022-12-08,"Dispatches from Ukraine. Day 288.
As Russia’s atta",republican,2022-12,Forbes.com,0.6931471805599453,20.0,1.0,10.0,1.0,,,10.0,1.0
art_v1_ebb5df202f7eb7d3109ac6217e8f9947c69afc7655c1005616946b446808b985,"Krishnamoorthi, Rice discuss their stances on the wars in Ukraine and Middle East",2024-10-11,Democratic Congressman Raja Krishnamoorthi of Scha,republican,2024-10,Daily Herald,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,,
art_v1_ebb7232eaf1432ce2d9acbab83da5eaee1a9914b60f5281edaa6d16b7f27fd8b,Joe Biden's biggest successes and failures in his second year in office,2023-01-01,"* Challenges with inflation, COVID-19, and immigra",democrat,2023-01,Business Insider,1.6094379124341005,5.0,2.0,3.3333333333333335,3.0,0.0,1.0,5.0,2.0
art_v1_ebb74fea5c89d70c1345041f3164e92e9a88d0a2c0424fc0da771c5e5da726d0,"Letter: Imagine FDR telling Churchill during WWII, “You’re on your own.” Now imagine Trump abandoning Ukraine and NATO.",2024-04-03,Donald Trump assured Hungarian Prime Minister Vikt,democrat,2024-04,The Salt Lake Tribune,0.6931471805599453,0.0,1.0,,,,,0.0,1.0
art_v1_ebb74fea5c89d70c1345041f3164e92e9a88d0a2c0424fc0da771c5e5da726d0,"Letter: Imagine FDR telling Churchill during WWII, “You’re on your own.” Now imagine Trump abandoning Ukraine and NATO.",2024-04-03,Donald Trump assured Hungarian Prime Minister Vikt,republican,2024-04,The Salt Lake Tribune,1.0986122886681098,95.0,2.0,,,,,10.0,1.0
art_v1_ebbbb22f9ad1d71dfc30e93282b22626488de88959ef37edb5728f07980ba972,Honor Alexei Navalny by supporting Ukraine,2024-02-17,Friday was a dark day for freedom. In eastern Ukra,republican,2024-02,The Washington Post,0.6931471805599453,100.0,1.0,0.0,1.0,,,,
art_v1_ebc0a9e64237b03d19c03ea856996b142390efe9ad49807026ea2109bb046816,What Is the Capacity of Russia's Oreshnik Ballistic Missile?,2024-11-28,The weapon used for the first time against Ukraine,democrat,2024-11,The New York Times,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ebc39f029a9c30ec02d0f1ae87e719df099d219fa527f06d42a030bdad36bb4e,Shutdown Avoided,2023-10-01,A compromise in Congress averted a government shut,democrat,2023-10,NYTimes.com Feed,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ebca818c86da29ab06b10c1969b01c05502c231623022ff9bb012eab46a6c770,"GOP blocks aid while Ukraine burns, Putin smiles",2024-03-03,Two years after Russia launched its brutal invasio,democrat,2024-03,York Daily Record,1.0986122886681098,20.0,2.0,20.0,1.0,,,,
art_v1_ebca818c86da29ab06b10c1969b01c05502c231623022ff9bb012eab46a6c770,"GOP blocks aid while Ukraine burns, Putin smiles",2024-03-03,Two years after Russia launched its brutal invasio,republican,2024-03,York Daily Record,1.6094379124341005,86.66666666666667,3.0,30.0,2.0,50.0,1.0,16.666666666666668,3.0
art_v1_ebcefdb38b3ce4f559b8dea931c74773a734cf964ca118a717fe2027d46831c8,A Cornered Vladimir Putin Is More Dangerous Than Ever,2022-09-21,"In a major speech, he recast the war in Ukraine an",democrat,2022-09,NYTimes.com Feed,0.6931471805599453,,,0.0,1.0,,,,
art_v1_ebd8f11a302606d8811199698d41e8533c1adaaa9877096090a2ac1311ad1eda,"Amid War Crimes in Ukraine, American Right Wingers Are Applauding Russia",2022-03-23,Vladimir Putin is ramping up his brutal assault on,democrat,2022-03,Rolling Stone,0.6931471805599453,,,0.0,1.0,0.0,1.0,,
art_v1_ebd8f11a302606d8811199698d41e8533c1adaaa9877096090a2ac1311ad1eda,"Amid War Crimes in Ukraine, American Right Wingers Are Applauding Russia",2022-03-23,Vladimir Putin is ramping up his brutal assault on,republican,2022-03,Rolling Stone,1.791759469228055,78.0,5.0,82.0,5.0,,,,
art_v1_ebdf5333f36e09ffa10d9341fabb23f00d4bb5507204aedc34b011ca09e92a9f,"Women, children, elderly exit besieged Ukrainian steel plant",2022-05-08,This live coverage has ended. For Sunday's live up,democrat,2022-05,Washington Post.com,1.0986122886681098,20.0,1.0,20.0,1.0,20.0,1.0,20.0,1.0
art_v1_ebe45ed14b9369c948c4011f3bb1bc7678240735a9fe0adf4de5114f75ab6c78,Biden authorizes an additional $725 million in military aid to Ukraine.,2022-10-15,An air defense system is still not a part of the p,democrat,2022-10,NYTimes.com Feed,1.0986122886681098,15.0,2.0,10.0,1.0,,,10.0,1.0
art_v1_ebe7b953609ff0d83fbada38fb28e7d464588f9069c43c1dcb660a5fbcece0e2,U.S. weighs role for China in resolving Ukraine war,2023-05-04,The Biden administration appears to be weighing wh,democrat,2023-05,The Washington Post,0.6931471805599453,50.0,1.0,,,50.0,1.0,,
art_v1_ebf20c1d0f1112d3700aa3d26c3bcb8de0a5228b8fb14d10e487c04b47351c25,How Putin was repeatedly snubbed by countries he thought were his allies since invading Ukraine,2023-01-02,* Some of Russia's longtime allies have snubbed th,republican,2023-01,Business Insider,0.6931471805599453,,,,,,,,
art_v1_ebf9ca3a4491a74d39aac14e036f42ffe7c5912303b7248428bd5bef8d8db57d,Russia Gives Frosty Response to Biden's Ukraine Talks Offer,2022-12-03,The Kremlin reaffirmed a stance that both Washingt,democrat,2022-12,The New York Times,2.19722457733622,20.0,2.0,10.0,2.0,,,10.0,1.0
art_v1_ec065982829399e92f3a3b24fb7f7ac9d7162c8353e718541d3b0322ee87f3eb,"As Tensions Rise, Zelensky Pushes for Way to Ship Grain Through Black Sea",2023-07-22,The Ukrainian leader said he had spoken with the N,democrat,2023-07,NYTimes.com Feed,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_ec18f39861aa0b27255e18ee74e579cb273764e8b9859fc6d278af252910006b,Senators call for 232 removal on Ukraine steel,2022-04-07,Two senators have called on US President Joe Biden,democrat,2022-04,FastMarkets AMM,0.6931471805599453,,,,,,,0.0,1.0
art_v1_ec1b8906f502d052dd1723d91f2a8285b7d2d1b639de6995effa4719ced3db71,The Kremlin says it's 'unacceptable and unforgivable' for Biden to call Putin a 'war criminal',2022-03-18,* The Kremlin on Wednesday pushed back on Biden's ,democrat,2022-03,Business Insider,1.3862943611198906,,,,,,,,
art_v1_ec1c17d97ff906396c9fb15643abdb8951c223a90012cfea8cbc5c2928b927b1,D-DAY: 80 YEARS LATER 'Savior of the people' WWII veteran praises Zel at Normandy ceremony,2024-06-07,"Their fights were eight decades apart, but they sa",democrat,2024-06,New York Post,0.6931471805599453,,,,,,,,
art_v1_ec1cc46cb64c2da15b7b006a931d40aa7b859d32e0cfa3297501210ed7dcba80,On-the-Record Press Call by National Security Advisor Jake Sullivan Previewing the Biden-Harris Administration's National Security Strategy,2022-10-12,"October 12, 2022
ON-THE-RECORD PRESS CALL BY NATIO",democrat,2022-10,White House Press Releases And Documents,0.6931471805599453,,,,,,,,
art_v1_ec1e16b66ba2509233b790a85b3638c0b0fc67310339d293a48e1f28104232e7,"Russia’s Invasion Of Ukraine Has Caused Almost $4.3 Billion In Agricultural Damage, Study Finds",2022-06-15,"Topline
Russia’s invasion of Ukraine has caused ne",democrat,2022-06,Forbes.com,0.6931471805599453,,,,,,,0.0,1.0
art_v1_ec1e88d5c7b593f47ac29b44d270c6c816cb469990e34cab325a5d6cdd11c72d,Outlook: Can Congress wrap up government funding before Christmas?,2022-12-18,Lawmakers narrowly avoided a government shutdown l,republican,2022-12,NJ Daily Extra,0.6931471805599453,50.0,1.0,,,,,,
art_v1_ec24edeadf12f7db4834c65e076d53bdc65ab94f8eeae049672bdf29ec3757d0,'WE JUST PRAY TO GOD' FOR PEACE LOCALS HAVE HOPE THAT TRUMP CAN END CONFLICT,2024-11-21,While Russia's war with Ukraine continues to rage ,democrat,2024-11,Pittsburgh Post-Gazette,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ec24edeadf12f7db4834c65e076d53bdc65ab94f8eeae049672bdf29ec3757d0,'WE JUST PRAY TO GOD' FOR PEACE LOCALS HAVE HOPE THAT TRUMP CAN END CONFLICT,2024-11-21,While Russia's war with Ukraine continues to rage ,republican,2024-11,Pittsburgh Post-Gazette,1.6094379124341005,,,,,,,,
art_v1_ec25141ba780d88f5970c4826b25aa25ae8fd38ac16c78f8e5bcd20b7f03e8b0,Jill Biden met with Ukrainian mothers and children in Romania. Several told her they wanted to return home.,2022-05-07,"Jill Biden, the first lady, met with Ukrainian ref",democrat,2022-05,NYTimes.com Feed,1.791759469228055,10.0,1.0,5.0,2.0,0.0,1.0,10.0,2.0
art_v1_ec2538e42893e16942aa33a7a6848d86ebe338bbfbec0647134d4507530cf13e,McCarthy rebukes Russian reporter for questioning support for Ukraine aid,2023-05-01,House Speaker Kevin McCarthy (R-Calif.) rebuked a ,republican,2023-05,Axios,2.4849066497880004,51.111111111111114,9.0,10.0,1.0,,,60.0,1.0
art_v1_ec29e86da41e8271e568953c2cf8025587d189c3703e0c4fd82ddd9dc07b7f5c,Ukrainian President Volodymyr Zelenskyy said he does not 'believe' Biden is fearful of Vladimir Putin,2022-04-03,"* Zelenskyy said he does not ""believe"" Biden is in",democrat,2022-04,Business Insider,1.0986122886681098,,,,,,,,
art_v1_ec2cd43c835c506302d27ba3167af5646e27acc8c5df095e56df4f29ef1a5fbb,Inside Ukraine's fumbled campaign,2023-12-10,"On June 15, in a conference room at NATO headquart",democrat,2023-12,The Washington Post,1.3862943611198906,20.0,1.0,,,,,,
art_v1_ec2e8251729f8bf89e06b926c713e82ab17cd897bffcbc248e44f357f6ee3034,"Over 1,000 Russians arrested in protests against Putin's ""partial mobilization"" order",2022-09-21,"Over 1,000 people have been detained for holding p",democrat,2022-09,Axios,0.6931471805599453,50.0,1.0,20.0,1.0,,,,
art_v1_ec31cbd66355a0c3b2d0e487f083e4f94ac2a05ea51aff78143ada6146eaeca8,"Ukraine Offensive Takes Shape, With Big Unknowns; Weapons and training from NATO allies will be pivotal, while targeting will seek Russian weak spots",2023-03-26,After months of new weapons deliveries from the We,democrat,2023-03,The Wall Street Journal Online,0.6931471805599453,20.0,1.0,,,,,,
art_v1_ec370b6d0a70097245fddfa795cc98b3bea80f91eef901ec683393e217121784,"War in Ukraine Has Weakened Putin, C.I.A. Director Writes",2024-01-31,William J. Burns says Russia’s invasion of Ukraine,democrat,2024-01,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ec3773a2a8aa3da97c18de205b182aa7fb7ac10a177323d74275a0ccacd16aee,'Sprinkled with our blood': Why so many Ukrainians resist land for peace,2024-09-16,"POKROVSK, Ukraine — As Russian forces advance thro",democrat,2024-09,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_ec3773a2a8aa3da97c18de205b182aa7fb7ac10a177323d74275a0ccacd16aee,'Sprinkled with our blood': Why so many Ukrainians resist land for peace,2024-09-16,"POKROVSK, Ukraine — As Russian forces advance thro",republican,2024-09,Washington Post.com,0.6931471805599453,75.0,1.0,50.0,1.0,,,,
art_v1_ec38383e165315c6367feaf4b66537dbbad93b3d515551e22500fcce369e6727,Kyiv again presses West over long-range strikes; US limits remain as Russia launches more fatal attacks; war in ukraine,2024-09-15,"KYIV, Ukraine - Ukraine made a new call Saturday o",democrat,2024-09,The Hartford Courant,1.3862943611198906,50.0,1.0,,,,,,
art_v1_ec39791a9ccee9afb86b1a0326d9407a03791c1d407cef52684973ae4c88a0fd,Hospital Hit as a Attacks on Civilians Grow,2022-03-10,"Misery deepened in Ukraine, where millions of peop",republican,2022-03,The New York Times,1.0986122886681098,,,,,,,,
art_v1_ec3bcd6c4254144c07c2fc064d3ade595d08127d969df1fd95be0df208bebe4f,Zelenskyy: Develop 'Emotional Sovereignty' over Disinformation,2022-07-17,"July 17, 2022 6:04 AM update July 17, 2022 6:49 AM",democrat,2022-07,Voice of America Press Releases and Documents,0.6931471805599453,,,0.0,1.0,0.0,1.0,,
art_v1_ec3bf0b151db4737a6bfd571566fdb243cb515c648495a515b0f83481c7943b7,"At home and in Washington, Ukraine's struggles drag on",2024-02-29,Two years after Vladimir Putin sought to wipe it o,republican,2024-02,Daily Press,1.0986122886681098,80.0,2.0,,,,,60.0,1.0
art_v1_ec3e992fb6008471e10927b9252afa2520cd7fee908ad10cba834045f2f887f1,Limited halts in fighting discussed to aid civilians,2022-03-04,"MUKACHEVO, Ukraine - Russia has sent nearly all it",democrat,2022-03,The Washington Post,0.6931471805599453,,,,,,,,
art_v1_ec45da83d7b33372e720820e4f9ca03c74560b817ae09dedc6d9a4cf1941634e,US Sends Fresh $275 Million Military Aid to Ukraine,2022-12-09,"December 9, 2022 5:12 PM
U.S. President Joe Biden ",democrat,2022-12,Voice of America Press Releases and Documents,1.0986122886681098,5.0,2.0,10.0,1.0,,,10.0,1.0
art_v1_ec4a8487303640d49cc5534deffc27439726cf0a9f12a86a15ebb0a730ffa5b2,Russia Rejects Biden's Terms for Talks on Ukraine; Moscow demands the U.S. accept that Russia keeps the Ukrainian territories it has occupied,2022-12-02,The Kremlin rejected President Biden's conditions ,democrat,2022-12,The Wall Street Journal Online,1.791759469228055,10.0,1.0,,,,,10.0,1.0
art_v1_ec4ace313f4b43cd90854ea0f6f496e59f053abc258000384e2c16b21552157b,"What Is the U.S.'s Long-Term Policy Toward Russia Now? Ukraine invasion, war-crimes allegations and economic sanctions may determine future relationship",2022-04-11,WASHINGTON—In the six weeks since Russia's invasio,democrat,2022-04,The Wall Street Journal Online,1.791759469228055,6.666666666666667,3.0,,,3.3333333333333335,3.0,10.0,1.0
art_v1_ec4fbb7925259d91470143fa8e602997bc3db83d9c3cb6ebc70082974ad0c2cf,"Zelensky, in his push for more support, will address Canada’s Parliament.",2023-09-22,President Volodymyr Zelensky of Ukraine was expect,democrat,2023-09,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ec53be4e79db360db35579971dabfd652fd9b3cc009685d72242b28b57d8262c,"World News: Ukrainian Troops Struggle to Hold the Line --- As they wait for U.S. arms, forces in the east are outgunned and outmanned",2024-04-26,"CHASIV YAR, Ukraine -- The explosion lit up the ni",democrat,2024-04,The Wall Street Journal,0.6931471805599453,10.0,1.0,,,,,,
art_v1_ec5b81ce571d75023de1a7b7265b44f348d4eac4f1f6f6a0fc8447e62caff231,"Russia's War Unites Europe, but Highlights Bloc's Dependence on U.S. Putin's energy war fails to deter EU countries from backing Ukraine, but many fear an endless conflict",2022-12-28,"As the war in Ukraine approaches 2023, Europe has ",democrat,2022-12,The Wall Street Journal Online,1.6094379124341005,45.0,3.0,17.5,2.0,20.0,1.0,20.0,1.0
art_v1_ec5b81ce571d75023de1a7b7265b44f348d4eac4f1f6f6a0fc8447e62caff231,"Russia's War Unites Europe, but Highlights Bloc's Dependence on U.S. Putin's energy war fails to deter EU countries from backing Ukraine, but many fear an endless conflict",2022-12-28,"As the war in Ukraine approaches 2023, Europe has ",republican,2022-12,The Wall Street Journal Online,0.6931471805599453,75.0,1.0,,,,,,
art_v1_ec5c70eb422e5267845c29a68a07d37100ca46cdcd02680d86f145cb1d1743a7,"Global stability, democratic values at stake in Ukraine",2023-03-16,"In recent days, the two leading contenders for the",republican,2023-03,Daily Herald,1.6094379124341005,75.0,2.0,56.666666666666664,3.0,50.0,1.0,,
art_v1_ec67cfcf31414270d866f32f50f1476fd9daa193cda0b29c1c3a9c7f7b2125c7,?Biden Cites US Resolve in Facing Aggression from Russia and China,2023-02-08,"February 8, 2023 0:45 AM
Washington -
U.S. Preside",democrat,2023-02,Voice of America Press Releases and Documents,0.6931471805599453,20.0,1.0,10.0,1.0,,,,
art_v1_ec67cfcf31414270d866f32f50f1476fd9daa193cda0b29c1c3a9c7f7b2125c7,?Biden Cites US Resolve in Facing Aggression from Russia and China,2023-02-08,"February 8, 2023 0:45 AM
Washington -
U.S. Preside",republican,2023-02,Voice of America Press Releases and Documents,1.3862943611198906,53.333333333333336,3.0,,,,,60.0,1.0
art_v1_ec74833facb8aca5c9f7dbb683ca041cacb01bd2f86d73e5b709eaa2f757c27a,"Russia killing and torturing Ukrainian Christians, not 'protecting' them. Ignore MTG.",2024-04-18,"Rep. Marjorie Taylor Greene, R-Ga., describes hers",republican,2024-04,USA Today Online,1.6094379124341005,27.5,4.0,,,,,10.0,1.0
art_v1_ec770aa81710c6cffd52f810dcb8b61824c0190a43e729dd2c895ec8c5ee2b97,Biden taps Bridget Brink to be U.S. ambassador to Ukraine,2022-04-25,President Biden plans to nominate Bridget Brink to,democrat,2022-04,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_ec779fc9a7ca527d21115d57952ec3b714e419d90a825311ff379f06e66e139f,Biden Calls on Congress to Approve Aid to Ukraine: ‘This Cannot Wait’,2023-12-07,The administration has already alerted Congress th,democrat,2023-12,NYTimes.com Feed,1.0986122886681098,10.0,2.0,10.0,2.0,0.0,1.0,,
art_v1_ec779fc9a7ca527d21115d57952ec3b714e419d90a825311ff379f06e66e139f,Biden Calls on Congress to Approve Aid to Ukraine: ‘This Cannot Wait’,2023-12-07,The administration has already alerted Congress th,republican,2023-12,NYTimes.com Feed,1.6094379124341005,57.5,4.0,,,,,80.0,2.0
art_v1_ec7809161b896c14039c1756ad62ec0cabd731f8a5b8dd3256acdbd776db456e,Congressional Democrats and Republicans are united in confronting Russia. That unity won't last.,2022-03-04,"In his State of the Union address this week, Presi",democrat,2022-03,Washington Post.com,1.3862943611198906,20.0,1.0,10.0,1.0,,,,
art_v1_ec7809161b896c14039c1756ad62ec0cabd731f8a5b8dd3256acdbd776db456e,Congressional Democrats and Republicans are united in confronting Russia. That unity won't last.,2022-03-04,"In his State of the Union address this week, Presi",republican,2022-03,Washington Post.com,0.6931471805599453,0.0,1.0,,,,,,
art_v1_ec812f0a28bb75e5f3f639f15a77e56e4eeee6e0bc8fa327a7a2fe58c8bccd27,Wagner mercenaries buy North Korean missiles for use in Ukraine war,2022-12-22,"North Korea has sold, and delivered, infantry rock",democrat,2022-12,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_ec83f1a688e81402e562e9a6eb526540e62dd2e8aeefbf4dbb14c4dc8efb898b,Greene's red line Warning to Johnson on Ukr. aid,2024-04-10,Far-right Rep. Marjorie Taylor Greene warned her c,republican,2024-04,New York Post,0.6931471805599453,80.0,1.0,,,,,80.0,1.0
art_v1_ec8e02bb844d72127fed9bfb99146c6c6677cecde1b74bdc36018c735775de04,"Von der Leyen Secures Second E.U. Term, but It’s a New World Out There",2024-07-18,"The German conservative, a steadfast U.S. ally, ga",democrat,2024-07,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ec8e02bb844d72127fed9bfb99146c6c6677cecde1b74bdc36018c735775de04,"Von der Leyen Secures Second E.U. Term, but It’s a New World Out There",2024-07-18,"The German conservative, a steadfast U.S. ally, ga",republican,2024-07,NYTimes.com Feed,1.3862943611198906,80.0,1.0,0.0,1.0,0.0,1.0,,
art_v1_ec8ee2a486a14842bd4fca0fdec61d2bfc06d711b6059d2feb24761575be509f,"Russia’s top officer visited the front line to change the offensive’s course, U.S. and Ukraine officials say.",2022-05-02,The presence of such a high-ranking official on th,democrat,2022-05,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,"Vowing the U.S. Will ‘Do Our Job,’ Johnson Searches for a Path on Ukraine",2024-03-26,"The Republican speaker, with his job on the line, ",democrat,2024-03,NYTimes.com Feed,1.0986122886681098,50.0,1.0,0.0,1.0,,,,
art_v1_ec8ffcf4c97558e692c9f288474bf16d08656bce8d4f00c25c6ec51793212597,"Vowing the U.S. Will ‘Do Our Job,’ Johnson Searches for a Path on Ukraine",2024-03-26,"The Republican speaker, with his job on the line, ",republican,2024-03,NYTimes.com Feed,1.3862943611198906,45.0,2.0,,,,,80.0,1.0
art_v1_ec92bc003ce70b8d594d06d1c1172eae8cb449fd9eaf95d5467c4111714a2155,"Ukraine War Helped Push World Military Spending to 35-Year High, Study Says",2024-04-23,"The outlay reached $2.4 trillion last year, a rese",democrat,2024-04,NYTimes.com Feed,0.6931471805599453,10.0,1.0,,,,,,
art_v1_ec99753e62e5e0764e70715198d7c1bc29affa26238678a4fc6b28138ac0a736,Eastern Orthodox Leaders Are Outspoken on Ukraine War. Except One.,2022-03-13,The Russian Orthodox Church is allied with Preside,democrat,2022-03,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ec9ad9a0a7dc3e6defff34bc6380fd975a9052f0dd244700d44bf0521e948d98,A Democrat’s Case for Saving Mike Johnson,2024-04-24,"If Speaker Mike Johnson keeps his job, it’ll be De",republican,2024-04,The Atlantic,1.6094379124341005,30.0,4.0,,,,,,
art_v1_eca1d228f04724ab9be0e1c99826abdec461603526134025d96dc54022f1eeca,Putin bides his time; clock ticks for Ukraine; Kyiv under pressure to show results from Western military aid,2023-05-09,"Both armies have tanks, artillery and tens of thou",democrat,2023-05,The Hartford Courant,1.0986122886681098,0.0,1.0,,,,,,
art_v1_eca2f58eb885e8b4880468fa731cda70413401206d41453ce17cf85b8add3e6f,Opinion Ukraine Invasion; Swedish NATO membership will make America safer,2022-08-07,EDITOR'S NOTE: The Journal & Courier received the ,republican,2022-08,Journal & Courier,0.6931471805599453,20.0,1.0,10.0,1.0,,,,
art_v1_eca39c44d97a50ba9e6c279e46367cfd8e4478cb42e42e5ebc8437fe71e0ce36,"INVASION Vlad's Black Sea flagship sunk Kyiv claims hit on top cruiser, but Moscow blames fire",2022-04-15,A Russian warship that gained notoriety when Ukrai,democrat,2022-04,New York Post,0.6931471805599453,20.0,1.0,,,,,,
art_v1_ecab7ef52afdd0189e887cdc3c8ac2dab546c85a35e7670b6f6e20321c9cecb8,Obama: I Underestimated the Threat of Disinformation,2022-04-07,"When they last sat down for an interview, in Novem",democrat,2022-04,The Atlantic,0.6931471805599453,,,0.0,1.0,,,,
art_v1_ecadf8a05bd907effdfe9c9c7065208f544fd16465467066b1c0ceae95e2b2da,‘Ukraine has shown it will not be subjugated’: Biden and Blinken mark the anniversary.,2023-02-24,President Biden led a string of U.S. officials exp,democrat,2023-02,NYTimes.com Feed,1.0986122886681098,20.0,1.0,10.0,2.0,,,,
art_v1_ecb93d90a021f470d5ecc01ee4f1e15ecb024e4460d8b4c8aae6f2571f2c0fbb,Your Wednesday Briefing,2022-12-21,"As the war in Ukraine enters its 11th month, Volod",democrat,2022-12,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_ecc40bf2de77041baaafa6251df02dc95f9aabe3b879d93d059dc28e0b48faec,The Russian guide to Trump's Cabinet picks,2024-12-01,Russian officials and media outlets have been clos,democrat,2024-12,The Washington Post,1.3862943611198906,,,50.0,1.0,0.0,1.0,,
art_v1_ecc40bf2de77041baaafa6251df02dc95f9aabe3b879d93d059dc28e0b48faec,The Russian guide to Trump's Cabinet picks,2024-12-01,Russian officials and media outlets have been clos,republican,2024-12,The Washington Post,2.19722457733622,50.0,3.0,30.0,2.0,0.0,1.0,90.0,1.0
art_v1_ecc495e56247aa8368d98703d1235adbf90bdf881856038e74f6852986019a8f,"Hiding in Plain Sight, a Soviet-Era Air Defense System Arrives in Ukraine",2022-04-14,"Encouraged by the United States, Slovakia “donated",democrat,2022-04,NYTimes.com Feed,0.6931471805599453,10.0,1.0,,,,,,
art_v1_ecd2ecc617fc48458e91549d40e6adfbb6c82bf4ea1ee49b7e72f453c0ab2c97,Did Biden and McCarthy strike a secret Ukraine side deal? Republicans and Democrats stoke suspicion after Ukraine funding was cut from spending bill,2023-10-04,* Lawmakers this week were buzzing about a secret ,democrat,2023-10,Business Insider,1.3862943611198906,10.0,2.0,,,,,,
art_v1_ecd2ecc617fc48458e91549d40e6adfbb6c82bf4ea1ee49b7e72f453c0ab2c97,Did Biden and McCarthy strike a secret Ukraine side deal? Republicans and Democrats stoke suspicion after Ukraine funding was cut from spending bill,2023-10-04,* Lawmakers this week were buzzing about a secret ,republican,2023-10,Business Insider,1.0986122886681098,10.0,1.0,,,,,,
